date,day,menu,temp_c,holiday,attendees
2011-06-11,Saturday,Khichdi,32,No,387
2011-06-12,Sunday,Biryani,30,No,666
2011-06-13,Monday,Biryani,36,Yes,455
2011-06-14,Tuesday,Khichdi,36,Yes,325
2011-06-15,Wednesday,Idli Sambar,30,No,430
2011-06-16,Thursday,Rajma Chawal,36,No,506
2011-06-17,Friday,Pav Bhaji,30,No,537
2011-06-18,Saturday,Poori Bhaji,31,No,527
2011-06-19,Sunday,Maggi,36,No,384
2011-06-20,Monday,White Sauce Pasta,36,No,419
2011-06-21,Tuesday,Biryani,30,No,662
2011-06-22,Wednesday,Pav Bhaji,36,No,487
2011-06-23,Thursday,Maggi,32,No,322
2011-06-24,Friday,Khichdi,34,No,452
2011-06-25,Saturday,Chole Bhature,33,Yes,368
2011-06-26,Sunday,Maggi,31,No,318
2011-06-27,Monday,Pav Bhaji,38,No,496
2011-06-28,Tuesday,Khichdi,36,No,351
2011-06-29,Wednesday,Chole Bhature,30,No,571
2011-06-30,Thursday,Idli Sambar,33,No,490
2011-07-01,Friday,Chole Bhature,37,No,529
2011-07-02,Saturday,Rajma Chawal,37,No,472
2011-07-03,Sunday,Rajma Chawal,35,No,488
2011-07-04,Monday,Pav Bhaji,30,No,490
2011-07-05,Tuesday,Rajma Chawal,28,No,553
2011-07-06,Wednesday,Pasta,29,Yes,388
2011-07-07,Thursday,Pasta,38,No,473
2011-07-08,Friday,Dal Khichdi,31,No,399
2011-07-09,Saturday,Biryani,32,No,590
2011-07-10,Sunday,Khichdi,31,No,422
2011-07-11,Monday,White Sauce Pasta,30,Yes,354
2011-07-12,Tuesday,White Sauce Pasta,31,Yes,320
2011-07-13,Wednesday,Veg Fried Rice,28,No,555
2011-07-14,Thursday,Maggi,33,No,409
2011-07-15,Friday,Pasta,35,No,500
2011-07-16,Saturday,Khichdi,30,No,464
2011-07-17,Sunday,Pasta,30,Yes,341
2011-07-18,Monday,White Sauce Pasta,29,No,454
2011-07-19,Tuesday,Pav Bhaji,37,Yes,289
2011-07-20,Wednesday,Pasta,38,Yes,304
2011-07-21,Thursday,Dal Khichdi,31,No,487
2011-07-22,Friday,Idli Sambar,34,No,468
2011-07-23,Saturday,Maggi,29,No,414
2011-07-24,Sunday,Aloo Paratha,35,No,474
2011-07-25,Monday,Chole Bhature,31,No,614
2011-07-26,Tuesday,Maggi,33,Yes,230
2011-07-27,Wednesday,Biryani,35,No,566
2011-07-28,Thursday,Maggi,29,No,346
2011-07-29,Friday,Khichdi,35,No,393
2011-07-30,Saturday,Rajma Chawal,38,No,469
2011-07-31,Sunday,Maggi,36,No,356
2011-08-01,Monday,Rajma Chawal,32,No,514
2011-08-02,Tuesday,Poori Bhaji,30,No,472
2011-08-03,Wednesday,Pasta,28,No,448
2011-08-04,Thursday,Veg Fried Rice,30,No,480
2011-08-05,Friday,Rajma Chawal,28,No,515
2011-08-06,Saturday,Idli Sambar,30,No,453
2011-08-07,Sunday,Aloo Paratha,33,No,523
2011-08-08,Monday,Dal Makhani,35,No,576
2011-08-09,Tuesday,Paneer Butter Masala,30,No,640
2011-08-10,Wednesday,Idli Sambar,32,No,487
2011-08-11,Thursday,White Sauce Pasta,34,Yes,334
2011-08-12,Friday,Veg Fried Rice,28,No,515
2011-08-13,Saturday,Aloo Paratha,31,No,518
2011-08-14,Sunday,Maggi,30,Yes,266
2011-08-15,Monday,Dal Khichdi,33,No,463
2011-08-16,Tuesday,Idli Sambar,34,Yes,280
2011-08-17,Wednesday,White Sauce Pasta,36,No,448
2011-08-18,Thursday,Poori Bhaji,34,No,484
2011-08-19,Friday,Chole Bhature,38,No,605
2011-08-20,Saturday,Chole Bhature,28,Yes,444
2011-08-21,Sunday,Idli Sambar,38,No,484
2011-08-22,Monday,Aloo Paratha,33,No,447
2011-08-23,Tuesday,Veg Fried Rice,34,No,557
2011-08-24,Wednesday,Dal Khichdi,29,No,494
2011-08-25,Thursday,Dal Makhani,32,No,556
2011-08-26,Friday,Rajma Chawal,36,Yes,309
2011-08-27,Saturday,Poori Bhaji,32,No,520
2011-08-28,Sunday,Khichdi,37,No,438
2011-08-29,Monday,Aloo Paratha,34,No,458
2011-08-30,Tuesday,Maggi,37,No,380
2011-08-31,Wednesday,White Sauce Pasta,32,No,498
2011-09-01,Thursday,Biryani,38,No,558
2011-09-02,Friday,Veg Fried Rice,30,No,557
2011-09-03,Saturday,Biryani,30,No,632
2011-09-04,Sunday,Pav Bhaji,38,No,452
2011-09-05,Monday,Pasta,35,Yes,276
2011-09-06,Tuesday,Veg Fried Rice,30,No,550
2011-09-07,Wednesday,Aloo Paratha,34,No,529
2011-09-08,Thursday,Maggi,29,Yes,272
2011-09-09,Friday,Veg Fried Rice,36,No,527
2011-09-10,Saturday,Aloo Paratha,32,No,510
2011-09-11,Sunday,Poori Bhaji,36,No,445
2011-09-12,Monday,Pav Bhaji,36,No,496
2011-09-13,Tuesday,Paneer Butter Masala,38,No,602
2011-09-14,Wednesday,Khichdi,29,Yes,331
2011-09-15,Thursday,Maggi,30,No,361
2011-09-16,Friday,Rajma Chawal,38,No,541
2011-09-17,Saturday,Pasta,36,No,484
2011-09-18,Sunday,Idli Sambar,34,No,429
2011-09-19,Monday,Maggi,30,No,390
2011-09-20,Tuesday,Idli Sambar,37,No,452
2011-09-21,Wednesday,Maggi,29,Yes,281
2011-09-22,Thursday,Dal Makhani,37,No,556
2011-09-23,Friday,Dal Makhani,31,No,530
2011-09-24,Saturday,Rajma Chawal,35,No,561
2011-09-25,Sunday,Chole Bhature,37,No,574
2011-09-26,Monday,Poori Bhaji,36,No,500
2011-09-27,Tuesday,Aloo Paratha,36,Yes,322
2011-09-28,Wednesday,Chole Bhature,31,No,574
2011-09-29,Thursday,Dal Khichdi,29,No,419
2011-09-30,Friday,Dal Makhani,28,No,566
2011-10-01,Saturday,Veg Fried Rice,29,Yes,364
2011-10-02,Sunday,Aloo Paratha,30,No,463
2011-10-03,Monday,Paneer Butter Masala,32,Yes,439
2011-10-04,Tuesday,Pav Bhaji,28,No,516
2011-10-05,Wednesday,Aloo Paratha,28,Yes,359
2011-10-06,Thursday,Chole Bhature,38,No,534
2011-10-07,Friday,Pasta,36,No,452
2011-10-08,Saturday,Dal Makhani,34,No,545
2011-10-09,Sunday,Pasta,31,No,480
2011-10-10,Monday,White Sauce Pasta,38,No,493
2011-10-11,Tuesday,Biryani,31,No,584
2011-10-12,Wednesday,Khichdi,36,No,391
2011-10-13,Thursday,Idli Sambar,36,No,469
2011-10-14,Friday,Aloo Paratha,29,No,499
2011-10-15,Saturday,Khichdi,37,Yes,202
2011-10-16,Sunday,Biryani,38,No,628
2011-10-17,Monday,Paneer Butter Masala,32,No,593
2011-10-18,Tuesday,Dal Makhani,30,No,556
2011-10-19,Wednesday,Poori Bhaji,32,No,512
2011-10-20,Thursday,White Sauce Pasta,38,No,409
2011-10-21,Friday,Pasta,31,No,423
2011-10-22,Saturday,Pav Bhaji,33,Yes,338
2011-10-23,Sunday,Maggi,37,No,388
2011-10-24,Monday,Pasta,28,No,459
2011-10-25,Tuesday,Khichdi,37,No,355
2011-10-26,Wednesday,Poori Bhaji,34,No,485
2011-10-27,Thursday,Maggi,33,No,352
2011-10-28,Friday,Maggi,33,No,408
2011-10-29,Saturday,Pav Bhaji,28,No,492
2011-10-30,Sunday,Poori Bhaji,35,No,473
2011-10-31,Monday,Khichdi,30,No,414
2011-11-01,Tuesday,Biryani,30,No,661
2011-11-02,Wednesday,Poori Bhaji,38,No,459
2011-11-03,Thursday,Poori Bhaji,32,Yes,361
2011-11-04,Friday,Chole Bhature,35,No,591
2011-11-05,Saturday,Aloo Paratha,36,No,453
2011-11-06,Sunday,White Sauce Pasta,33,No,434
2011-11-07,Monday,Idli Sambar,31,Yes,299
2011-11-08,Tuesday,Dal Khichdi,35,No,403
2011-11-09,Wednesday,Dal Khichdi,38,No,463
2011-11-10,Thursday,White Sauce Pasta,36,No,474
2011-11-11,Friday,Maggi,29,No,373
2011-11-12,Saturday,Pasta,37,Yes,295
2011-11-13,Sunday,Dal Makhani,38,No,554
2011-11-14,Monday,Poori Bhaji,32,No,447
2011-11-15,Tuesday,Veg Fried Rice,35,No,486
2011-11-16,Wednesday,Veg Fried Rice,34,No,510
2011-11-17,Thursday,Maggi,32,Yes,282
2011-11-18,Friday,Maggi,32,No,365
2011-11-19,Saturday,Idli Sambar,31,No,493
2011-11-20,Sunday,Dal Makhani,33,Yes,441
2011-11-21,Monday,Paneer Butter Masala,36,Yes,451
2011-11-22,Tuesday,White Sauce Pasta,36,Yes,324
2011-11-23,Wednesday,Poori Bhaji,35,Yes,356
2011-11-24,Thursday,Khichdi,30,Yes,218
2011-11-25,Friday,White Sauce Pasta,38,No,448
2011-11-26,Saturday,Maggi,31,No,345
2011-11-27,Sunday,White Sauce Pasta,37,No,469
2011-11-28,Monday,Aloo Paratha,36,No,470
2011-11-29,Tuesday,Biryani,29,No,577
2011-11-30,Wednesday,Pav Bhaji,30,No,558
2011-12-01,Thursday,Idli Sambar,30,Yes,310
2011-12-02,Friday,Pav Bhaji,30,No,549
2011-12-03,Saturday,Poori Bhaji,29,No,502
2011-12-04,Sunday,Dal Khichdi,35,No,452
2011-12-05,Monday,Maggi,31,No,347
2011-12-06,Tuesday,Paneer Butter Masala,31,No,601
2011-12-07,Wednesday,Khichdi,28,No,443
2011-12-08,Thursday,Veg Fried Rice,36,No,495
2011-12-09,Friday,Aloo Paratha,33,Yes,348
2011-12-10,Saturday,Poori Bhaji,31,No,518
2011-12-11,Sunday,Maggi,35,Yes,221
2011-12-12,Monday,Dal Makhani,36,No,497
2011-12-13,Tuesday,Rajma Chawal,36,No,479
2011-12-14,Wednesday,Chole Bhature,36,No,536
2011-12-15,Thursday,Paneer Butter Masala,32,No,576
2011-12-16,Friday,Biryani,34,No,600
2011-12-17,Saturday,White Sauce Pasta,38,No,491
2011-12-18,Sunday,Rajma Chawal,28,No,506
2011-12-19,Monday,Paneer Butter Masala,29,No,601
2011-12-20,Tuesday,Aloo Paratha,35,No,499
2011-12-21,Wednesday,Khichdi,30,No,377
2011-12-22,Thursday,Idli Sambar,32,No,501
2011-12-23,Friday,Chole Bhature,32,No,602
2011-12-24,Saturday,Idli Sambar,35,No,395
2011-12-25,Sunday,White Sauce Pasta,35,No,440
2011-12-26,Monday,Poori Bhaji,34,No,467
2011-12-27,Tuesday,Biryani,36,Yes,413
2011-12-28,Wednesday,Pav Bhaji,38,No,491
2011-12-29,Thursday,Idli Sambar,34,Yes,284
2011-12-30,Friday,Dal Makhani,38,No,482
2011-12-31,Saturday,Paneer Butter Masala,36,No,638
2012-01-01,Sunday,Pasta,36,No,470
2012-01-02,Monday,Paneer Butter Masala,37,No,598
2012-01-03,Tuesday,Aloo Paratha,34,Yes,287
2012-01-04,Wednesday,Rajma Chawal,37,No,558
2012-01-05,Thursday,Veg Fried Rice,36,No,541
2012-01-06,Friday,Veg Fried Rice,32,No,474
2012-01-07,Saturday,White Sauce Pasta,30,No,501
2012-01-08,Sunday,Khichdi,36,No,363
2012-01-09,Monday,Idli Sambar,32,No,492
2012-01-10,Tuesday,Paneer Butter Masala,28,No,597
2012-01-11,Wednesday,Dal Makhani,36,No,547
2012-01-12,Thursday,Aloo Paratha,35,No,526
2012-01-13,Friday,Rajma Chawal,31,No,526
2012-01-14,Saturday,Pav Bhaji,28,No,561
2012-01-15,Sunday,Veg Fried Rice,29,No,504
2012-01-16,Monday,Idli Sambar,31,No,502
2012-01-17,Tuesday,Maggi,30,No,380
2012-01-18,Wednesday,Poori Bhaji,34,No,522
2012-01-19,Thursday,Dal Makhani,38,Yes,415
2012-01-20,Friday,Dal Makhani,35,No,507
2012-01-21,Saturday,Biryani,35,No,652
2012-01-22,Sunday,Paneer Butter Masala,30,No,610
2012-01-23,Monday,Maggi,38,No,322
2012-01-24,Tuesday,Rajma Chawal,31,No,493
2012-01-25,Wednesday,White Sauce Pasta,29,No,511
2012-01-26,Thursday,Maggi,36,No,366
2012-01-27,Friday,Poori Bhaji,36,No,449
2012-01-28,Saturday,Paneer Butter Masala,35,No,582
2012-01-29,Sunday,White Sauce Pasta,29,No,457
2012-01-30,Monday,Pasta,33,No,433
2012-01-31,Tuesday,Pasta,31,No,511
2012-02-01,Wednesday,Khichdi,30,No,424
2012-02-02,Thursday,White Sauce Pasta,35,Yes,292
2012-02-03,Friday,Idli Sambar,38,No,394
2012-02-04,Saturday,Pasta,36,Yes,296
2012-02-05,Sunday,Veg Fried Rice,31,No,539
2012-02-06,Monday,Veg Fried Rice,36,No,515
2012-02-07,Tuesday,Paneer Butter Masala,36,No,595
2012-02-08,Wednesday,Rajma Chawal,38,No,525
2012-02-09,Thursday,Paneer Butter Masala,36,Yes,466
2012-02-10,Friday,Dal Makhani,36,No,556
2012-02-11,Saturday,Paneer Butter Masala,29,No,612
2012-02-12,Sunday,Aloo Paratha,29,No,548
2012-02-13,Monday,Maggi,34,No,341
2012-02-14,Tuesday,Veg Fried Rice,28,No,539
2012-02-15,Wednesday,Maggi,38,No,330
2012-02-16,Thursday,Dal Khichdi,29,No,455
2012-02-17,Friday,Pav Bhaji,29,No,505
2012-02-18,Saturday,Dal Makhani,33,Yes,464
2012-02-19,Sunday,Idli Sambar,31,No,428
2012-02-20,Monday,Biryani,35,No,593
2012-02-21,Tuesday,Pasta,37,No,401
2012-02-22,Wednesday,Dal Khichdi,38,No,431
2012-02-23,Thursday,Dal Khichdi,30,No,491
2012-02-24,Friday,Rajma Chawal,31,No,504
2012-02-25,Saturday,White Sauce Pasta,35,No,486
2012-02-26,Sunday,Idli Sambar,36,No,410
2012-02-27,Monday,Dal Khichdi,38,Yes,298
2012-02-28,Tuesday,Dal Khichdi,35,No,410
2012-02-29,Wednesday,Idli Sambar,31,No,425
2012-03-01,Thursday,Dal Makhani,35,No,547
2012-03-02,Friday,Biryani,35,No,647
2012-03-03,Saturday,Dal Khichdi,38,No,403
2012-03-04,Sunday,Pav Bhaji,38,Yes,252
2012-03-05,Monday,Rajma Chawal,28,No,529
2012-03-06,Tuesday,Biryani,31,No,586
2012-03-07,Wednesday,Biryani,32,No,619
2012-03-08,Thursday,Idli Sambar,35,No,408
2012-03-09,Friday,White Sauce Pasta,34,No,422
2012-03-10,Saturday,Khichdi,31,No,439
2012-03-11,Sunday,Khichdi,29,Yes,290
2012-03-12,Monday,Paneer Butter Masala,33,No,600
2012-03-13,Tuesday,Veg Fried Rice,30,Yes,394
2012-03-14,Wednesday,Khichdi,28,No,402
2012-03-15,Thursday,Aloo Paratha,31,No,481
2012-03-16,Friday,Veg Fried Rice,31,Yes,396
2012-03-17,Saturday,Aloo Paratha,31,Yes,346
2012-03-18,Sunday,Dal Makhani,30,No,569
2012-03-19,Monday,Biryani,36,Yes,420
2012-03-20,Tuesday,Maggi,38,No,344
2012-03-21,Wednesday,White Sauce Pasta,30,Yes,287
2012-03-22,Thursday,Veg Fried Rice,36,No,548
2012-03-23,Friday,Dal Khichdi,31,No,478
2012-03-24,Saturday,Idli Sambar,35,No,405
2012-03-25,Sunday,Biryani,34,No,577
2012-03-26,Monday,Khichdi,37,No,389
2012-03-27,Tuesday,Pasta,32,No,442
2012-03-28,Wednesday,Dal Khichdi,35,No,456
2012-03-29,Thursday,Dal Khichdi,30,Yes,316
2012-03-30,Friday,Aloo Paratha,28,No,471
2012-03-31,Saturday,Paneer Butter Masala,32,No,594
2012-04-01,Sunday,Chole Bhature,37,No,586
2012-04-02,Monday,Chole Bhature,33,No,543
2012-04-03,Tuesday,Pasta,36,No,406
2012-04-04,Wednesday,Rajma Chawal,37,No,547
2012-04-05,Thursday,Paneer Butter Masala,32,No,651
2012-04-06,Friday,Pav Bhaji,28,No,484
2012-04-07,Saturday,Dal Khichdi,33,No,389
2012-04-08,Sunday,Idli Sambar,35,Yes,316
2012-04-09,Monday,Pasta,38,No,437
2012-04-10,Tuesday,Dal Khichdi,28,No,494
2012-04-11,Wednesday,Paneer Butter Masala,38,No,606
2012-04-12,Thursday,Dal Khichdi,35,No,470
2012-04-13,Friday,Veg Fried Rice,34,No,538
2012-04-14,Saturday,Dal Makhani,38,No,515
2012-04-15,Sunday,Veg Fried Rice,34,Yes,346
2012-04-16,Monday,Dal Khichdi,33,No,434
2012-04-17,Tuesday,Poori Bhaji,29,No,529
2012-04-18,Wednesday,Poori Bhaji,38,No,497
2012-04-19,Thursday,Pasta,31,No,475
2012-04-20,Friday,Rajma Chawal,31,No,532
2012-04-21,Saturday,Maggi,37,No,342
2012-04-22,Sunday,Pasta,28,No,443
2012-04-23,Monday,Dal Makhani,28,No,551
2012-04-24,Tuesday,Dal Makhani,28,No,549
2012-04-25,Wednesday,Idli Sambar,32,No,474
2012-04-26,Thursday,White Sauce Pasta,28,No,500
2012-04-27,Friday,Poori Bhaji,32,No,439
2012-04-28,Saturday,White Sauce Pasta,29,No,447
2012-04-29,Sunday,Paneer Butter Masala,34,No,586
2012-04-30,Monday,Dal Khichdi,30,No,449
2012-05-01,Tuesday,Veg Fried Rice,28,Yes,300
2012-05-02,Wednesday,Poori Bhaji,28,No,544
2012-05-03,Thursday,Rajma Chawal,37,No,562
2012-05-04,Friday,Veg Fried Rice,32,No,569
2012-05-05,Saturday,Dal Khichdi,29,No,483
2012-05-06,Sunday,Dal Makhani,30,No,565
2012-05-07,Monday,Chole Bhature,31,No,607
2012-05-08,Tuesday,Rajma Chawal,35,No,503
2012-05-09,Wednesday,Khichdi,36,No,446
2012-05-10,Thursday,Rajma Chawal,33,No,555
2012-05-11,Friday,Poori Bhaji,34,No,446
2012-05-12,Saturday,Pav Bhaji,38,Yes,329
2012-05-13,Sunday,Dal Makhani,28,Yes,458
2012-05-14,Monday,Pasta,29,No,445
2012-05-15,Tuesday,Biryani,28,No,581
2012-05-16,Wednesday,Dal Khichdi,31,No,471
2012-05-17,Thursday,Biryani,37,No,552
2012-05-18,Friday,Poori Bhaji,37,Yes,294
2012-05-19,Saturday,Dal Makhani,36,Yes,335
2012-05-20,Sunday,Dal Makhani,33,No,516
2012-05-21,Monday,Poori Bhaji,31,Yes,361
2012-05-22,Tuesday,Aloo Paratha,33,No,441
2012-05-23,Wednesday,Maggi,29,No,394
2012-05-24,Thursday,Pasta,33,No,501
2012-05-25,Friday,Paneer Butter Masala,33,No,565
2012-05-26,Saturday,Veg Fried Rice,34,No,470
2012-05-27,Sunday,Rajma Chawal,36,No,545
2012-05-28,Monday,Chole Bhature,32,No,605
2012-05-29,Tuesday,Dal Makhani,31,Yes,411
2012-05-30,Wednesday,Maggi,30,No,356
2012-05-31,Thursday,Dal Makhani,28,No,522
2012-06-01,Friday,Aloo Paratha,34,No,456
2012-06-02,Saturday,Khichdi,37,No,364
2012-06-03,Sunday,Biryani,37,No,616
2012-06-04,Monday,Dal Khichdi,29,No,446
2012-06-05,Tuesday,Aloo Paratha,28,Yes,416
2012-06-06,Wednesday,Veg Fried Rice,37,No,492
2012-06-07,Thursday,Aloo Paratha,30,No,509
2012-06-08,Friday,White Sauce Pasta,38,Yes,249
2012-06-09,Saturday,Paneer Butter Masala,37,No,566
2012-06-10,Sunday,Poori Bhaji,37,No,482
2012-06-11,Monday,Aloo Paratha,32,Yes,294
2012-06-12,Tuesday,Maggi,37,No,373
2012-06-13,Wednesday,Biryani,34,No,590
2012-06-14,Thursday,Maggi,38,No,363
2012-06-15,Friday,Idli Sambar,28,No,434
2012-06-16,Saturday,Khichdi,32,No,381
2012-06-17,Sunday,Dal Makhani,34,Yes,372
2012-06-18,Monday,Aloo Paratha,30,Yes,343
2012-06-19,Tuesday,White Sauce Pasta,28,No,482
2012-06-20,Wednesday,Khichdi,31,No,397
2012-06-21,Thursday,Rajma Chawal,38,No,488
2012-06-22,Friday,White Sauce Pasta,32,Yes,377
2012-06-23,Saturday,Poori Bhaji,29,Yes,279
2012-06-24,Sunday,Aloo Paratha,32,No,510
2012-06-25,Monday,Chole Bhature,28,No,648
2012-06-26,Tuesday,Dal Khichdi,33,Yes,265
2012-06-27,Wednesday,Aloo Paratha,34,No,454
2012-06-28,Thursday,Rajma Chawal,38,No,499
2012-06-29,Friday,Pav Bhaji,38,No,480
2012-06-30,Saturday,Paneer Butter Masala,33,No,625
2012-07-01,Sunday,Chole Bhature,34,No,548
2012-07-02,Monday,Veg Fried Rice,37,No,546
2012-07-03,Tuesday,Pav Bhaji,35,Yes,363
2012-07-04,Wednesday,White Sauce Pasta,34,Yes,343
2012-07-05,Thursday,Veg Fried Rice,34,No,555
2012-07-06,Friday,Biryani,32,No,651
2012-07-07,Saturday,Biryani,33,No,649
2012-07-08,Sunday,Poori Bhaji,31,No,497
2012-07-09,Monday,Rajma Chawal,35,No,518
2012-07-10,Tuesday,Biryani,35,No,591
2012-07-11,Wednesday,White Sauce Pasta,35,No,482
2012-07-12,Thursday,Pav Bhaji,28,No,489
2012-07-13,Friday,Paneer Butter Masala,37,No,633
2012-07-14,Saturday,Biryani,34,No,572
2012-07-15,Sunday,Poori Bhaji,37,No,452
2012-07-16,Monday,Veg Fried Rice,28,No,518
2012-07-17,Tuesday,Paneer Butter Masala,34,No,569
2012-07-18,Wednesday,Dal Khichdi,38,No,459
2012-07-19,Thursday,Maggi,28,No,330
2012-07-20,Friday,Maggi,32,No,385
2012-07-21,Saturday,Rajma Chawal,36,No,534
2012-07-22,Sunday,Veg Fried Rice,36,No,535
2012-07-23,Monday,Poori Bhaji,28,No,480
2012-07-24,Tuesday,Poori Bhaji,33,No,459
2012-07-25,Wednesday,Pav Bhaji,37,No,517
2012-07-26,Thursday,Pav Bhaji,33,No,502
2012-07-27,Friday,Paneer Butter Masala,28,No,608
2012-07-28,Saturday,Biryani,30,No,596
2012-07-29,Sunday,Pav Bhaji,36,Yes,293
2012-07-30,Monday,Pasta,33,No,437
2012-07-31,Tuesday,Dal Khichdi,34,No,473
2012-08-01,Wednesday,Rajma Chawal,34,No,550
2012-08-02,Thursday,Pasta,32,No,486
2012-08-03,Friday,Idli Sambar,35,No,420
2012-08-04,Saturday,Maggi,29,No,329
2012-08-05,Sunday,Dal Makhani,29,No,572
2012-08-06,Monday,Dal Khichdi,33,No,430
2012-08-07,Tuesday,Dal Khichdi,28,Yes,279
2012-08-08,Wednesday,White Sauce Pasta,32,No,474
2012-08-09,Thursday,Dal Khichdi,30,No,473
2012-08-10,Friday,Pasta,29,No,500
2012-08-11,Saturday,Dal Khichdi,31,No,490
2012-08-12,Sunday,White Sauce Pasta,34,No,417
2012-08-13,Monday,Idli Sambar,28,No,435
2012-08-14,Tuesday,Chole Bhature,32,Yes,448
2012-08-15,Wednesday,Pav Bhaji,31,No,549
2012-08-16,Thursday,Idli Sambar,34,Yes,335
2012-08-17,Friday,Paneer Butter Masala,35,No,636
2012-08-18,Saturday,Aloo Paratha,35,No,529
2012-08-19,Sunday,Dal Makhani,33,No,519
2012-08-20,Monday,Maggi,36,No,377
2012-08-21,Tuesday,Dal Khichdi,36,No,389
2012-08-22,Wednesday,Dal Khichdi,29,No,444
2012-08-23,Thursday,Dal Khichdi,34,No,473
2012-08-24,Friday,Idli Sambar,31,No,497
2012-08-25,Saturday,Rajma Chawal,34,Yes,355
2012-08-26,Sunday,Rajma Chawal,29,No,513
2012-08-27,Monday,Dal Makhani,35,Yes,332
2012-08-28,Tuesday,Biryani,34,No,618
2012-08-29,Wednesday,Dal Khichdi,30,No,418
2012-08-30,Thursday,Pav Bhaji,36,Yes,325
2012-08-31,Friday,Khichdi,34,No,445
2012-09-01,Saturday,Rajma Chawal,35,No,552
2012-09-02,Sunday,Biryani,28,Yes,439
2012-09-03,Monday,Poori Bhaji,37,No,430
2012-09-04,Tuesday,Rajma Chawal,29,No,538
2012-09-05,Wednesday,Biryani,30,Yes,481
2012-09-06,Thursday,Khichdi,34,No,406
2012-09-07,Friday,Pasta,34,No,418
2012-09-08,Saturday,Idli Sambar,32,No,491
2012-09-09,Sunday,Pav Bhaji,33,No,542
2012-09-10,Monday,Maggi,36,Yes,161
2012-09-11,Tuesday,Rajma Chawal,31,No,493
2012-09-12,Wednesday,Biryani,32,No,584
2012-09-13,Thursday,Pav Bhaji,37,No,539
2012-09-14,Friday,Aloo Paratha,37,No,492
2012-09-15,Saturday,Poori Bhaji,35,No,424
2012-09-16,Sunday,White Sauce Pasta,33,No,517
2012-09-17,Monday,Dal Makhani,33,No,558
2012-09-18,Tuesday,Biryani,37,No,558
2012-09-19,Wednesday,Biryani,30,No,616
2012-09-20,Thursday,Khichdi,38,No,362
2012-09-21,Friday,Pasta,34,No,441
2012-09-22,Saturday,Pav Bhaji,34,No,481
2012-09-23,Sunday,Dal Makhani,31,No,546
2012-09-24,Monday,Khichdi,31,No,425
2012-09-25,Tuesday,Paneer Butter Masala,38,No,567
2012-09-26,Wednesday,White Sauce Pasta,30,No,478
2012-09-27,Thursday,Biryani,36,No,555
2012-09-28,Friday,Maggi,28,No,350
2012-09-29,Saturday,Pasta,36,No,446
2012-09-30,Sunday,Paneer Butter Masala,36,No,587
2012-10-01,Monday,Poori Bhaji,33,No,452
2012-10-02,Tuesday,Pav Bhaji,34,Yes,407
2012-10-03,Wednesday,Paneer Butter Masala,30,No,604
2012-10-04,Thursday,Paneer Butter Masala,33,Yes,470
2012-10-05,Friday,Biryani,29,Yes,559
2012-10-06,Saturday,Dal Khichdi,34,No,473
2012-10-07,Sunday,Biryani,33,Yes,440
2012-10-08,Monday,Pav Bhaji,31,No,527
2012-10-09,Tuesday,Veg Fried Rice,29,No,484
2012-10-10,Wednesday,Pav Bhaji,36,No,528
2012-10-11,Thursday,Biryani,34,No,606
2012-10-12,Friday,Veg Fried Rice,28,No,507
2012-10-13,Saturday,Paneer Butter Masala,33,Yes,537
2012-10-14,Sunday,Biryani,31,No,586
2012-10-15,Monday,Biryani,33,No,604
2012-10-16,Tuesday,Biryani,35,No,652
2012-10-17,Wednesday,Biryani,28,Yes,528
2012-10-18,Thursday,Khichdi,36,Yes,191
2012-10-19,Friday,Pasta,28,No,489
2012-10-20,Saturday,Chole Bhature,30,No,635
2012-10-21,Sunday,Pasta,35,Yes,273
2012-10-22,Monday,Maggi,37,No,358
2012-10-23,Tuesday,Pav Bhaji,32,No,505
2012-10-24,Wednesday,Khichdi,31,No,400
2012-10-25,Thursday,Veg Fried Rice,33,No,562
2012-10-26,Friday,Idli Sambar,38,No,403
2012-10-27,Saturday,Rajma Chawal,35,No,487
2012-10-28,Sunday,Idli Sambar,36,No,420
2012-10-29,Monday,White Sauce Pasta,30,Yes,358
2012-10-30,Tuesday,Pasta,30,No,506
2012-10-31,Wednesday,Dal Khichdi,33,No,473
2012-11-01,Thursday,Biryani,30,No,594
2012-11-02,Friday,Khichdi,30,Yes,248
2012-11-03,Saturday,Chole Bhature,32,No,630
2012-11-04,Sunday,Poori Bhaji,28,No,502
2012-11-05,Monday,Maggi,38,No,390
2012-11-06,Tuesday,Idli Sambar,29,No,493
2012-11-07,Wednesday,Pasta,33,Yes,254
2012-11-08,Thursday,Poori Bhaji,37,No,474
2012-11-09,Friday,Idli Sambar,36,No,450
2012-11-10,Saturday,Biryani,31,No,588
2012-11-11,Sunday,Rajma Chawal,31,No,562
2012-11-12,Monday,Veg Fried Rice,34,No,507
2012-11-13,Tuesday,Khichdi,38,No,401
2012-11-14,Wednesday,Chole Bhature,32,Yes,496
2012-11-15,Thursday,Dal Khichdi,29,No,435
2012-11-16,Friday,Biryani,32,No,599
2012-11-17,Saturday,Aloo Paratha,32,No,488
2012-11-18,Sunday,Paneer Butter Masala,28,No,639
2012-11-19,Monday,Maggi,33,No,356
2012-11-20,Tuesday,Poori Bhaji,34,Yes,357
2012-11-21,Wednesday,Pasta,35,No,459
2012-11-22,Thursday,Maggi,37,Yes,208
